TimeStamp,ECG Data,GSR Data
20090,517,295
20100,521,295
20110,531,295
20120,525,295
20130,517,295
20140,510,295
20150,505,295
20160,502,295
20170,503,295
20180,503,295
20190,503,295
20200,510,295
20210,509,295
20220,502,295
20230,466,295
20240,539,295
20250,711,295
20260,903,295
20270,889,296
20280,542,295
20290,351,295
20300,383,295
20309,422,295
20320,442,295
20330,461,295
20340,466,295
20350,472,295
20360,477,295
20370,482,295
20380,491,295
20390,499,295
20400,507,295
20410,516,295
20420,521,295
20430,519,295
20440,526,295
20450,540,295
20460,553,295
20470,566,295
20479,577,295
20490,591,295
20500,597,295
20510,598,295
20520,587,295
20530,555,295
20540,521,295
20550,483,295
20560,452,295
20570,431,295
20580,421,295
20590,419,295
20600,422,295
20610,424,295
20620,433,295
20630,446,295
20640,452,295
20650,463,295
20660,474,295
20670,472,295
20680,475,295
20690,483,295
20700,486,295
20710,487,295
20720,492,295
20730,498,295
20740,496,295
20750,495,295
20760,496,295
20770,498,295
20780,502,295
20790,502,295
20800,507,295
20810,503,295
20820,504,295
20830,502,295
20840,503,295
20850,506,295
20860,504,295
20870,508,295
20880,511,295
20890,511,295
20900,513,295
20910,511,295
20920,509,295
20930,510,295
20940,512,295
20949,515,295
20960,515,295
20970,518,295
20980,517,295
20990,517,295
21000,519,295
21010,525,295
21020,530,295
21030,523,295
21040,517,295
21050,511,295
21060,505,295
21070,502,295
21080,505,295
21090,501,295
21100,505,295
21110,508,295
21119,509,295
21130,508,295
21140,478,295
21150,496,295
21160,644,296
21170,830,296
21180,932,296
21190,653,296
21200,379,296
21210,370,295
21220,414,296
21230,443,295
21240,455,296
21250,462,295
21260,470,296
21270,477,295
21280,484,296
21290,494,295
21300,497,296
21310,500,295
21320,509,295
21330,516,295
21340,520,295
21350,528,295
21360,538,295
21370,550,295
21380,557,296
21390,574,295
21400,585,295
21410,593,295
21420,596,295
21430,594,295
21440,571,295
21450,536,295
21460,495,295
21470,460,295
21480,435,295
21490,417,295
21500,420,295
21510,421,295
21520,427,295
21530,435,295
21540,442,295
21550,450,295
21560,459,295
21570,466,295
21580,471,295
21589,476,295
21600,480,295
21610,484,295
21620,489,295
21630,488,295
21640,493,295
21650,495,295
21660,497,295
21670,498,295
21680,502,295
21690,501,295
21700,499,295
21710,500,295
21720,504,295
21730,504,295
21740,506,295
21750,508,295
21759,503,295
21770,508,295
21780,509,295
21790,511,295
21800,512,295
21810,511,295
21820,513,295
21830,512,295
21840,512,295
21850,511,295
21860,513,295
21870,513,295
21880,515,295
21890,517,295
21900,521,295
21910,525,296
21920,525,295
21930,523,295
21940,523,295
21950,517,295
21960,509,295
21970,504,296
21980,504,296
21990,504,296
22000,505,295
22010,503,296
22020,507,295
22030,507,295
22040,494,295
22050,465,295
22060,568,295
22070,751,296
22080,918,296
22090,804,296
22100,467,296
22110,352,295
22120,399,295
22130,435,296
22140,452,295
22150,459,295
22160,467,295
22170,475,296
22180,482,295
22190,490,295
22200,495,295
22210,498,295
22220,506,295
22229,508,295
22240,521,295
22250,530,295
22260,538,295
22270,543,295
22280,556,295
22290,565,295
22300,578,295
22310,590,295
22320,596,295
22330,593,295
22340,579,295
22350,554,295
22360,517,295
22370,474,295
22380,444,295
22390,425,295
22399,417,295
22410,417,295
22420,426,295
22430,431,295
22440,440,295
22450,448,295
22460,455,295
22470,460,295
22480,470,295
22490,474,295
22500,479,295
22510,483,295
22520,487,295
22530,489,295
22540,492,295
22550,494,295
22560,495,295
22570,492,295
22580,502,295
22590,502,295
22600,500,295
22610,502,295
22620,500,295
22630,500,295
22640,502,295
22650,506,295
22660,506,295
22670,508,295
22680,509,295
22690,508,295
22700,506,295
22710,509,295
22720,510,295
22730,518,295
22740,522,295
22750,521,295
22760,526,295
22770,524,295
22780,518,295
22790,516,295
22800,504,295
22810,502,295
22820,505,295
22830,504,295
22840,505,295
22850,506,295
22860,506,295
22869,508,295
22880,498,295
22890,473,295
22900,571,295
22910,750,295
22920,896,295
22930,796,295
22940,471,295
22950,346,295
22960,386,295
22970,431,295
22980,455,295
22990,462,295
23000,471,295
23010,480,295
23020,486,295
23030,496,295
23039,501,295
23050,506,295
23060,510,295
23070,518,295
23080,522,295
23090,526,295
23100,536,295
23110,545,295
23120,560,295
23130,572,295
23140,584,295
23150,595,295
23160,598,295
23170,592,295
23180,579,295
23190,545,295
23200,506,295
23210,467,295
23220,436,295
23230,424,295
23240,416,295
23250,419,295
23260,422,295
23270,431,295
23280,440,295
23290,448,295
23300,458,295
23310,464,295
23320,468,295
23330,475,295
23340,483,295
23350,484,295
23360,488,295
23370,493,295
23380,494,295
23390,497,295
23400,492,295
23410,499,295
23420,499,295
23430,504,295
23440,507,295
23450,504,295
23460,502,295
23470,507,295
23480,506,295
23490,512,295
23500,514,295
23509,513,295
23520,525,295
23530,522,295
23540,518,295
23550,513,295
23560,503,295
23570,501,295
23580,499,295
23590,503,295
23600,504,295
23610,508,295
23620,507,295
23630,509,295
23640,501,295
23650,474,295
23660,566,295
23670,749,295
23679,897,295
23690,803,295
23700,479,295
23710,349,295
23720,384,295
23730,432,295
23740,453,295
23750,467,295
23760,476,295
23770,484,295
23780,487,295
23790,497,295
23800,502,295
23810,510,295
23820,515,295
23830,520,295
23840,525,295
23850,531,295
23860,540,295
23870,550,295
23880,561,295
23890,572,295
23900,587,295
23910,593,295
23920,599,295
23930,592,295
23940,574,295
23950,540,295
23960,498,295
23970,462,295
23980,434,295
23990,424,295
24000,420,295
24010,422,295
24020,427,295
24030,437,295
24040,446,295
24050,455,295
24060,459,295
24070,468,295
24080,473,295
24090,476,295
24100,485,295
24110,488,295
24120,489,295
24130,492,295
24140,497,295
24149,501,295
24160,500,295
24170,497,295
24180,500,295
24190,503,295
24200,501,295
24210,504,295
24220,506,295
24230,505,295
24240,507,295
24250,505,295
24260,508,295
24270,511,295
24280,515,295
24290,518,295
24300,523,295
24310,527,295
24319,523,296
24330,517,295
24340,516,295
24350,508,296
24360,504,296
24370,504,295
24380,504,295
24390,505,295
24400,504,295
24410,506,295
24420,508,295
24430,494,295
24440,466,295
24450,560,295
24460,741,295
24470,915,296
24480,844,296
24490,488,296
24500,351,295
24510,390,296
24520,429,295
24530,447,295
24540,458,295
24550,466,295
24560,475,295
24570,485,295
24580,492,295
24590,494,295
24600,501,295
24610,509,295
24620,514,295
24630,520,295
24640,527,295
24650,535,295
24660,547,295
24670,558,295
24680,569,295
24690,582,295
24700,589,295
24710,590,295
24720,591,295
24730,574,295
24740,542,295
24750,506,295
24760,470,295
24770,441,295
24780,428,295
24789,421,295
24800,424,295
24810,429,295
24820,438,295
24830,440,295
24840,450,295
24850,458,295
24860,467,295
24870,469,295
24880,477,295
24890,485,295
24900,488,295
24910,488,295
24920,495,295
24930,493,295
24940,494,295
24950,497,295
24959,498,295
24970,501,295
24980,500,295
24990,499,295
25000,505,295
25010,506,295
25020,501,295
25030,501,295
25040,508,295
25050,509,295
25060,509,295
25070,514,295
25080,518,295
25090,518,295
25100,526,295
25110,528,295
25120,521,295
25130,516,295
25140,505,295
25150,503,295
25160,504,295
25170,504,295
25180,503,295
25190,506,295
25200,506,295
25210,506,295
25220,503,295
25230,468,295
25240,518,294
25250,678,295
25260,870,295
25270,915,295
25280,587,294
25290,357,295
25300,376,294
25310,424,294
25320,444,294
25330,455,294
25340,463,294
25350,476,294
25360,483,294
25370,487,294
25380,490,294
25390,499,294
25400,508,294
25410,515,294
25420,519,294
25429,524,294
25440,532,293
25450,544,293
25460,555,293
25470,566,293
25480,577,293
25490,588,293
25500,595,293
25510,588,293
25520,579,293
25530,551,293
25540,515,293
25550,478,293
25560,446,293
25570,430,292
25580,423,293
25590,422,292
25599,428,292
25610,437,292
25620,442,292
25630,452,292
25640,460,292
25650,468,292
25660,471,292
25670,479,292
25680,480,292
25690,486,292
25700,490,292
25710,493,292
25720,491,291
25730,497,291
25740,498,291
25750,500,291
25760,497,291
25770,500,291
25780,502,291
25790,506,291
25800,506,291
25810,504,291
25820,506,291
25830,505,291
25840,505,291
25850,508,290
25860,509,290
25870,510,290
25880,514,290
25890,522,290
25900,519,290
25910,529,290
25920,528,290
25930,524,290
25940,516,290
25950,507,290
25960,504,290
25970,502,289
25980,503,289
25990,503,289
26000,503,289
26010,504,289
26020,507,289
26030,503,289
26040,469,289
26050,532,289
26060,699,289
26069,882,289
26080,884,289
26090,548,288
26100,355,288
26110,387,288
26120,427,288
26130,446,288
26140,458,288
26150,467,288
26160,475,288
26170,481,288
26180,488,288
26190,496,287
26200,500,287
26210,504,287
26220,514,287
26230,519,287
26239,527,287
26250,536,287
26260,544,287
26270,556,287
26280,568,287
26290,579,287
26300,592,287
26310,596,287
26320,591,286
26330,579,286
26340,548,286
26350,509,286
26360,471,286
26370,441,286
26380,425,286
26390,422,286
26400,424,286
26410,429,286
26420,437,286
26430,442,286
26440,455,286
26450,461,285
26460,467,285
26470,472,285
26480,479,285
26490,482,285
26500,486,285
26510,489,285
26520,493,285
26530,495,285
26540,494,285
26550,499,285
26560,500,285
26570,499,285
26580,502,285
26590,504,285
26600,505,285
26610,506,284
26620,502,284
26630,504,284
26640,505,284
26650,508,284
26660,508,284
26670,509,284
26680,511,284
26690,511,284
26700,507,284
26709,511,284
26720,512,284
26730,515,284
26740,511,284
26750,512,284
26760,515,284
26770,522,284
26780,523,284
26790,524,284
26800,529,284
26810,525,284
26820,519,284
26830,510,284
26840,505,283
26850,505,284
26860,505,283
26870,506,283
26879,505,283
26890,508,283
26900,504,283
26910,510,283
26920,493,283
26930,471,283
26940,583,283
26950,767,283
26960,941,283
26970,781,283
26980,440,283
26990,358,283
27000,410,283
27010,434,283
27020,448,283
27030,459,283
27040,467,283
27050,475,283
27060,484,282
27070,486,283
27080,492,282
27090,502,283
27100,507,282
27110,515,283
27120,520,282
27130,527,282
27140,537,282
27150,549,282
27160,560,282
27170,569,282
27180,583,282
27190,592,282
27200,596,282
27210,590,282
27220,572,282
27230,536,282
27240,498,282
27250,460,282
27260,429,282
27270,423,282
27280,418,282
27290,422,282
27300,429,282
27310,434,282
27320,442,282
27330,454,282
27340,457,282
27349,465,282
27360,470,282
27370,478,282
27380,481,282
27390,487,282
27400,487,282
27410,489,282
27420,492,282
27430,492,282
27440,495,282
27450,497,282
27460,500,282
27470,499,282
27480,501,282
27490,501,282
27500,503,282
27510,504,282
27519,502,282
27530,504,282
27540,505,282
27550,506,282
27560,507,282
27570,508,282
27580,509,282
27590,506,282
27600,508,282
27610,508,282
27620,512,282
27630,510,282
27640,513,282
27650,512,282
27660,511,282
27670,514,282
27680,512,282
27690,512,282
27700,513,282
27710,514,282
27720,518,282
27730,520,282
27740,526,282
27750,528,282
27760,521,282
27770,517,282
27780,510,282
27790,503,282
27800,503,282
27810,504,282
27820,503,282
27830,505,282
27840,505,282
27850,502,282
27860,506,282
27870,481,282
27880,481,282
27890,617,282
27900,802,282
27910,931,282
27920,698,282
27930,401,282
27940,363,282
27950,418,282
27960,442,282
27970,451,282
27980,459,282
27989,468,282
28000,478,282
28010,484,282
28020,490,282
28030,497,282
28040,504,282
28050,508,282
28060,515,282
28070,519,282
28080,528,282
28090,538,282
28100,549,282
28110,561,282
28120,573,282
28130,588,282
28140,596,282
28150,596,282
28159,588,282
28170,568,282
28180,533,282
28190,492,282
28200,457,282
28210,435,282
28220,421,282
28230,417,282
28240,421,282
28250,429,282
28260,434,282
28270,446,282
28280,453,282
28290,459,282
28300,466,282
28310,472,282
28320,477,282
28330,480,282
28340,486,282
28350,490,282
28360,491,282
28370,491,282
28380,494,282
28390,495,282
28400,496,282
28410,500,283
28420,499,282
28430,501,282
28440,503,283
28450,502,282
28460,505,283
28470,504,283
28480,503,282
28490,507,283
28500,508,282
28510,508,283
28520,511,283
28530,508,283
28540,508,283
28550,511,283
28560,509,283
28570,511,283
28580,511,283
28590,512,283
28600,509,283
28610,514,283
28620,512,283
28629,512,283
28640,512,283
28650,514,283
28660,517,283
28670,521,283
28680,522,283
28690,528,283
28700,528,283
28710,521,283
28720,516,283
28730,509,283
28740,504,283
28750,502,283
28760,505,283
28770,506,283
28780,507,283
28790,508,283
28799,508,283
28810,505,283
28820,471,283
28830,527,283
28840,691,283
28850,866,283
28860,877,283
28870,557,283
28880,356,283
28890,378,283
28900,425,283
28910,449,283
28920,461,283
28930,468,283
28940,477,283
28950,484,283
28960,491,283
28970,498,283
28980,503,283
28990,510,283
29000,515,283
29010,521,283
29020,526,283
29030,537,283
29040,544,283
29050,553,283
29060,568,283
29070,584,283
29080,595,283
29090,600,283
29100,598,283
29110,585,283
29120,557,283
29130,514,283
29140,475,283
29150,441,283
29160,421,283
29170,419,283
29180,416,283
29190,423,283
29200,431,283
29210,438,283
29220,447,283
29230,455,283
29240,461,283
29250,468,283
29260,471,284
29269,480,283
29280,484,284
29290,487,283
29300,491,284
29310,491,284
29320,494,284
29330,500,284
29340,498,283
29350,500,284
29360,501,284
29370,501,284
29380,501,284
29390,505,284
29400,503,284
29410,506,284
29420,505,284
29430,507,284
29439,506,284
29450,508,284
29460,507,284
29470,508,284
29480,509,284
29490,511,284
29500,509,284
29510,513,284
29520,513,284
29530,513,284
29540,514,284
29550,511,284
29560,514,284
29570,512,284
29580,514,284
29590,515,284
29600,522,284
29610,523,284
29620,525,284
29630,531,284
29640,522,284
29650,519,284
29660,514,284
29670,506,284
29680,503,284
29690,503,284
29700,503,284
29710,507,284
29720,507,284
29730,506,284
29740,508,284
29750,490,284
29760,478,284
29770,596,284
29780,782,284
29790,927,284
29800,743,284
29810,422,284
29820,353,284
29830,407,284
29840,439,284
29850,455,284
29860,463,284
29870,470,284
29880,478,284
29890,488,284
29900,494,284
29909,500,284
29920,503,284
29930,508,284
29940,517,284
29950,522,284
29960,530,284
29970,539,284
29980,548,284
29990,563,284
30000,574,284
30010,585,284
30020,594,284
30030,598,284
30040,594,284
30050,574,284
30060,539,284
30070,499,284
30079,461,284
30090,432,284
30100,418,284
30110,415,284
30120,416,284
30130,424,284
30140,432,284
30150,443,284
30160,450,284
30170,458,284
30180,464,284
30190,470,284
30200,477,284
30210,481,284
30220,484,284
30230,486,284
30240,490,284
30250,495,284
30260,498,284
30270,498,284
30280,499,284
30290,500,284
30300,501,284
30310,501,284
30320,504,284
30330,504,284
30340,506,284
30350,504,284
30360,507,284
30370,506,284
30380,507,284
30390,508,284
30400,509,284
30410,509,284
30420,507,284
30430,510,284
30440,513,284
30450,514,284
30460,512,284
30470,512,284
30480,512,284
30490,512,284
30500,514,284
30510,514,284
30520,513,284
30530,515,284
30540,516,284
30549,513,284
30560,512,284
30570,515,284
30580,512,284
30590,514,284
30600,514,284
30610,514,284
30620,517,284
30630,515,284
30640,515,284
30650,515,284
30660,513,284
30670,514,284
30680,514,284
30690,514,284
30700,512,284
30710,514,284
30719,511,284
30730,517,284
30740,516,284
30750,512,284
30760,515,284
30770,516,284
30780,517,284
30790,520,284
30800,519,284
30810,522,284
30820,524,284
30830,516,284
30840,519,284
30850,512,284
30860,506,284
30870,506,284
30880,504,284
30890,505,284
30900,506,284
30910,509,284
30920,508,284
30930,489,284
30940,477,284
30950,597,284
30960,778,284
30970,935,284
30980,738,284
30990,416,284
31000,361,284
31010,411,284
31020,436,284
31030,449,284
31040,460,284
31050,469,284
31060,474,284
31070,480,284
31080,488,284
31090,493,284
31100,499,284
31110,508,284
31120,515,284
31130,521,284
31140,524,284
31150,535,284
31160,545,284
31170,559,284
31180,570,284
31189,580,284
31200,593,284
31210,599,284
31220,594,284
31230,580,284
31240,552,284
31250,513,284
31260,472,284
31270,439,284
31280,419,284
31290,411,284
31300,414,284
31310,418,284
31320,423,284
31330,434,284
31340,442,284
31350,451,284
31359,458,284
31370,465,284
31380,470,284
31390,476,284
31400,477,284
31410,481,284
31420,490,284
31430,493,284
31440,492,284
31450,495,284
31460,495,284
31470,499,284
31480,498,284
31490,500,284
31500,500,284
31510,500,284
31520,502,284
31530,503,284
31540,505,284
31550,504,284
31560,504,284
31570,505,284
31580,506,284
31590,508,284
31600,511,284
31610,509,284
31620,510,284
31630,510,284
31640,507,284
31650,509,284
31660,509,284
31670,512,284
31680,513,284
31690,510,284
31700,513,284
31710,512,284
31720,514,284
31730,512,284
31740,511,284
31750,513,284
31760,514,284
31770,514,284
31780,515,284
31790,515,284
31800,512,284
31810,510,284
31820,512,285
31829,513,285
31840,512,284
31850,513,284
31860,517,285
31870,513,285
31880,514,285
31890,511,285
31900,513,285
31910,512,284
31920,514,284
31930,519,285
31940,519,285
31950,522,284
31960,525,285
31970,524,285
31980,514,284
31990,516,285
31999,509,285
32010,506,285
32020,506,284
32030,506,285
32040,505,284
32050,509,285
32060,508,285
32070,503,285
32080,473,285
32090,507,285
32100,656,285
32110,837,285
32120,918,285
32130,627,285
32140,370,285
32150,367,285
32160,417,285
32170,441,285
32180,454,285
32190,465,285
32200,473,285
32210,480,285
32220,489,284
32230,493,285
32240,499,285
32250,505,285
32260,510,285
32270,519,285
32280,525,285
32290,528,285
32300,540,285
32310,552,285
32320,564,285
32330,576,285
32340,586,285
32350,596,285
32360,600,285
32370,594,285
32380,576,285
32390,543,285
32400,501,285
32410,460,285
32420,433,285
32430,416,285
32440,409,285
32450,409,285
32460,419,285
32469,427,285
32480,438,285
32490,447,285
32500,457,285
32510,462,285
32520,465,285
32530,469,285
32540,476,285
32550,482,285
32560,486,285
32570,488,285
32580,492,285
32590,495,285
32600,495,285
32610,496,285
32620,499,285
32630,502,285
32639,503,285
32650,503,285
32660,503,285
32670,505,285
32680,504,285
32690,505,285
32700,503,285
32710,506,285
32720,509,285
32730,509,285
32740,509,285
32750,511,285
32760,509,285
32770,510,285
32780,511,285
32790,510,285
32800,510,285
32810,512,285
32820,511,285
32830,514,285
32840,514,285
32850,513,285
32860,512,285
32870,515,285
32880,514,285
32890,512,285
32900,510,285
32910,511,285
32920,511,285
32930,514,285
32940,513,285
32950,514,285
32960,513,285
32970,513,285
32980,510,285
32990,519,285
33000,523,285
33010,521,285
33020,523,285
33030,527,286
33040,522,285
33050,515,286
33060,510,285
33070,504,285
33080,505,286
33090,505,286
33100,503,285
33109,503,286
33120,504,286
33130,505,286
33140,505,286
33150,474,286
33160,497,286
33170,643,286
33180,837,286
33190,948,286
33200,661,286
33210,377,286
33220,373,286
33230,418,286
33240,436,286
33250,449,286
33260,456,286
33270,466,286
33279,476,286
33290,482,286
33300,489,286
33310,496,286
33320,500,286
33330,506,286
33340,511,286
33350,521,286
33360,528,286
33370,537,286
33380,547,286
33390,558,285
33400,571,286
33410,586,286
33420,597,286
33430,601,286
33440,596,286
33450,576,286
33460,547,286
