,feat_rmssd,feat_nnhr,feat_sdsd,feat_pnn50,feat_pnn20,peak vlf,peak lf,peak hf,norm power lf,norm power hf,power ratio,total power,scr_mean,scr_std,scr_max,scr_min,scr_range,scr_kurtosis,scr_skew,scr_momentum,scr_activity,scr_complexity,scr_mobility,scr_rms,scr_acr_length,scr_integral,scr_average_power,scr_f1sc,scr_f2sc,scr_f3sc,scr_Energy,scr_Entropy,scr_max_freq,scl_mean,scl_std,scl_max,scl_min,scl_range,scl_kurtosis,scl_skew,scl_momentum
S113,0.08154115617652595,75.77414781760805,65.77761383107642,0.31989247311827956,0.6989247311827957,0.0390625,0.1494140625,0.1513671875,60.540205491979705,39.45979450802029,1.5342250573472898,6118.512812979922,1.4710662375573197e-05,0.0064521784165885955,0.03972358187307235,-0.03085144492617198,0.07057502679924434,5.500030552313543,1.3252473273986325,4.163060631949172e-05,4.163060631949172e-05,3.7389987192570113,0.004287772104933228,0.006452195186374884,255259.0000976915,1153.3421885489408,4.163082272307923e-05,2.060127400917746,2.116391513524625,5.574640818586563,13810.712710771639,1853.8719134328858,-0.3671875,6.322254198533543,0.021515824764199703,6.376895373356325,6.291347469047964,0.08554790430836068,0.1258920849827354,1.06273168083694,0.00046293071528374924
S114,0.07294139061757242,86.72245331596484,51.534228296766486,0.23659003831417624,0.5977011494252874,0.0302734375,0.130859375,0.1533203125,68.69207613319965,31.307923866800344,2.194079569934126,5435.373882438077,-1.3825295189044499e-05,0.011503989819285989,0.0679035767547924,-0.06897351151931905,0.13687708827411144,3.985125130034872,0.0671045239818284,0.00013234178176223566,0.00013234178176223566,66.32557659144867,0.002867257719643259,0.011503998126782825,557115.0003248589,4527.559831220241,0.00013234197290102275,44.95505440967263,26.1088653193694,42.14146513020398,1061452.1206151317,33087.67189760234,0.49609375,6.431344903958128,0.06798602292734375,6.557025058164432,6.341106519682651,0.21591853848178122,-1.745808942854406,0.04945102746307958,0.00462209931347731
S131,0.045790136877737996,87.53329927186857,31.564826208994038,0.0561941251596424,0.2624521072796935,0.0283203125,0.0400390625,0.1611328125,54.272649054688216,45.72735094531178,1.1868749869109256,1405.7212181691864,2.952523853438723e-06,0.00421560179009267,0.0948446826490556,-0.04576105803266806,0.14060574068172366,62.217663900505116,3.585963873122912,1.7771298452632528e-05,1.7771298452632528e-05,2.302437808960854,0.007093177324006262,0.004215602824037107,811684.0003629,1874.177377795848,1.7771307170029633e-05,19.908668086944303,8.121603619697531,9.957019939561425,250190.78165017374,11698.529876107068,0.08203125,2.3517104649482024,0.02276368056980676,2.422675422569875,2.3150497865243223,0.10762563604555275,0.0768423237614635,0.5901014563116621,0.0005181851530841978
S132,0.03119435101720193,110.9671250213683,17.0372862675417,0.020933977455716585,0.15619967793880837,0.0068359375,0.1376953125,0.1552734375,71.99618092941058,28.003819070589405,2.570941511510603,1523.6422357542008,4.773256001534925e-06,0.06186420116091285,0.26050906233633764,-0.22790350427853096,0.4884125666148686,2.439835410400369,0.6457011629592792,0.003827179385277891,0.003827179385277891,4.8078843673900575,0.0018479032229264676,0.0618642013450579,256930.00167892902,10818.371815060967,0.003827179408061864,128.98350698629446,18.305633065655403,154.94063250437108,29849950.72927709,277628.19310590765,0.46484375,4.59779447712698,0.7926241379286587,6.345938171999416,3.3081058682750277,3.037832303724388,-0.8310758908324507,0.3318840129965769,0.6282530240271494
S133,0.06140382523545214,87.51809042314713,42.48309430359482,0.11300639658848614,0.36673773987206826,0.0126953125,0.12890625,0.15234375,69.9265325881961,30.073467411803918,2.325190229336499,2571.785556478396,-1.4763584169101178e-05,0.0031552586467954455,0.0119839258589692,-0.011968008469802761,0.023951934328771962,1.027882348228184,0.052150024907525794,9.955657128177426e-06,9.955657128177426e-06,14.25208878637765,0.0048108013126753795,0.0031552931863132695,268431.00003119506,638.0802056444666,9.955875091594945e-06,0.8202351139753572,0.37691928150872855,0.5589402645580596,360.28124110054387,23.641339983080545,-0.2734375,2.777757759836162,0.10690666391402977,2.872195228635077,2.534107592113874,0.3380876365212031,-0.2706272154574747,-1.1710438839342425,0.011429034789227315
S134,0.10876076446864726,76.8265351911159,86.32792920755072,0.29935622317596566,0.6158798283261803,0.0224609375,0.1474609375,0.150390625,43.78040249167709,56.21959750832291,0.7787391662701909,5196.9759471157795,2.065674948653879e-05,0.016771113721485823,0.2884937543567985,-0.28569898946105104,0.5741927438178496,126.34560286753691,0.1698157352296927,0.0002812702554590101,0.0002812702554590101,7.818747672056696,0.0037571863130747016,0.016771126442797733,553726.0011007423,2058.4932887875934,0.00028127068216030933,2.1018510710020903,1.2805970815527203,1.9439950004485564,144966735.16435102,159731.46591375896,0.49609375,3.2426757310090597,0.29245512346137387,3.5979874369225224,2.9112842288972347,0.6867032080252877,-1.9487444407963643,0.0065741553458150415,0.08552999923880744
S141,0.038763343084139895,73.55778175623279,31.786630398557204,0.11361665221162186,0.5030355594102341,0.0224609375,0.0400390625,0.150390625,79.18411621637756,20.815883783622432,3.804023746456455,1205.807546152378,5.898182963266576e-05,0.00462204917660382,0.10815198279809676,-0.0410177778126104,0.14916976061070716,74.11068483701987,4.052031185748062,2.1363338590944052e-05,2.1363338590944052e-05,55.53763453993815,0.006448666551959149,0.0046224254939556215,663789.0003703798,1561.2845929843193,2.1366817447170868e-05,14.405088699117785,1.8296926920041436,2.367483200583455,351732.95519101113,9675.883703934514,-0.00390625,2.8078625184318766,0.017250754423463795,2.8659580242519667,2.773377663270748,0.09258036098121858,0.5339920525345385,0.7646409774861977,0.00029758852817865565
S142,0.04885129251858284,128.45420497253218,22.98398712118114,0.008287292817679558,0.04143646408839779,0.0146484375,0.0400390625,0.185546875,52.28884248303587,47.71115751696413,1.0959457955813399,926.7084335128272,1.989344012225549e-05,0.008390925849218822,0.11683900451153098,-0.042030472518143736,0.15886947702967472,40.80832802798868,3.97684745437382,7.040763660708861e-05,7.040763660708861e-05,3.9743180548302384,0.004036445824663153,0.008390949431145949,367787.0002109661,1698.0805607540779,7.040803235604851e-05,1.9145816339779904,4.600193447001559,80.58945933152543,724073.1032975322,13332.850966996915,0.3515625,2.9649959310137426,0.029037244425376904,3.0439420411471434,2.917089528924739,0.12685251222240446,0.26238543108959966,0.8525858573566515,0.0008431615638190822
S143,0.029891168734875122,83.5507950516608,21.58269588934972,0.0367816091954023,0.29195402298850576,0.0234375,0.125,0.1533203125,74.67306586322147,25.32693413677853,2.948365777711125,888.4898520670656,4.852572731965794e-06,0.0037788939921957927,0.03458491953143478,-0.017679423468601397,0.05226434300003617,12.980021743556874,1.3803022319853113,1.4280039804253457e-05,1.4280039804253457e-05,17.67187920956345,0.00419393979947147,0.0037788971078497988,262471.0000333058,656.971709405693,1.4280063351715574e-05,0.6631628136178933,0.6154511237687292,0.6509377066512301,946.6813654253949,80.3834356285071,-0.22265625,3.004318581762936,0.04293343565461371,3.07104223657262,2.9055226824879705,0.16551955408464947,-0.48552070630228217,-0.5740504389074644,0.0018432798971088555
S144,0.04133455036567613,77.57289410506094,32.13114522803315,0.09958071278825996,0.4350104821802935,0.015625,0.123046875,0.16015625,58.24197682349457,41.75802317650543,1.3947493773187905,1338.9035183896433,-9.51943399576756e-06,0.0024940328114270143,0.017178016584951543,-0.015686562474226107,0.032864579059177654,3.2171717326456024,0.10956490013301418,6.2201996644745365e-06,6.2201996644745365e-06,34.991647380673584,0.006215459898234531,0.002494050978648619,559299.0000735186,1053.5445412832867,6.220290284098133e-06,1.9304788497589707,1.1774238498494436,1.437901079652322,4416.982660883475,767.9156928128697,0.49609375,2.934845373881741,0.022657324593145463,2.979345866974203,2.8890623972157052,0.09028346975849777,-1.1550369179363238,-0.2505839328802871,0.0005133543577191541
S151,0.04169396126172381,83.34008223829984,30.2031706791413,0.05548216644649934,0.3441215323645971,0.0166015625,0.08203125,0.150390625,74.97295058715218,25.02704941284782,2.995676771575968,1565.089463263751,2.5441707989539197e-05,0.0034870320652727487,0.030920823864325653,-0.03393932150427492,0.06486014536860057,18.8851144138161,-0.5660575451175177,1.215939262424033e-05,1.215939262424033e-05,50.734089971107394,0.005634470090921765,0.003487124876563178,825897.0001853281,1630.3572912145532,1.2160039904745758e-05,1.8458787188897205,3.8935944001062053,4.10316803543314,163543.7020296131,6281.3217360504095,-0.30859375,1.795644228356307,0.2133185438014389,2.143981898356243,1.4100336181100703,0.7339482802461725,-1.2179324223218502,-0.03310850410945516,0.0455048011295664
S152,0.06791614248779324,85.32817266203419,48.15051270778728,0.19,0.5825,0.0234375,0.048828125,0.169921875,36.891469424828344,63.108530575171656,0.5845718334526123,1708.5079541126347,3.144350030947286e-05,0.016776544497902196,0.23240934733555269,-0.06350343160791999,0.2959127789434727,88.11485216697466,7.283103110782325,0.00028145244529009247,0.00028145244529009247,3.541300424002755,0.0036171099566251735,0.016776573964424446,205929.00037917157,1475.2113919990527,0.0002814534339838042,0.8381061999525338,103.80330857672345,0.5721124687452104,2975601.6211405178,21462.36251618632,0.23046875,3.4279414242054114,0.08522042033579756,3.5715049680375803,3.253745826320664,0.31775914171691655,-0.9384913130071992,-0.20731061614104387,0.007262520042210019
S153,0.06395670767502634,77.43521102184447,49.95598786173793,0.13022113022113022,0.4643734643734644,0.0185546875,0.109375,0.1669921875,51.969770937357644,48.030229062642356,1.0820221338019693,2278.70811763931,2.7057010582323255e-05,0.0017481230782556405,0.013176563286116402,-0.007377965535718354,0.020554528821834755,2.114525949545122,0.5140312939794043,3.0559342967299765e-06,3.0559342967299765e-06,20.500390147246033,0.010205004201778192,0.0017483324565286857,263561.0000455835,351.08759948080876,3.0566663785516286e-06,0.7609036368077369,0.5329418633815218,0.4438449710978097,126.63446856942835,-55.83223528418431,-0.484375,2.4877267089603494,0.07341500572975788,2.6172385222757337,2.3735412525944137,0.24369726968132,-1.2906261870096385,0.15534573901233178,0.005389763066300383
S154,0.0791416658538921,69.61389088904018,68.94781471265809,0.30387409200968524,0.6634382566585957,0.025390625,0.1484375,0.1728515625,29.590592661153398,70.4094073388466,0.42026475977489924,3602.2142680112443,-1.214575588929175e-05,0.029732500223257022,0.48324104486562136,-0.5035791583328637,0.9868202031984851,121.45737152285575,-0.5011282627943446,0.0008840215695259788,0.0008840215695259788,4.135628292880908,0.0036158262296692705,0.029732502704033607,543509.0031410537,3220.0127476280186,0.0008840217170453658,3.7727011124559033,4.1923284236163765,35.00151188170446,2290791117.29131,733965.1752334597,-0.4921875,3.4760600979752856,0.536243158117129,4.06389406529673,2.854902645889163,1.208991419407567,-1.975220275191681,-0.0069613538172441924,0.28755672462743215
S161,0.06724616569524369,65.86438108485606,61.9065346658,0.4011437908496732,0.7540849673202614,0.0185546875,0.0400390625,0.150390625,59.30005808060477,40.69994191939523,1.4570059632528813,3399.8186012613805,-1.587022067792257e-05,0.0016995634740103675,0.009487852669862453,-0.014061798410198247,0.0235496510800607,3.47862904183797,-0.2517199350363243,2.8885160021901887e-06,2.8885160021901887e-06,20.79218435302388,0.009720138573841389,0.0016996375690406925,829499.0001223471,1046.6639852435983,2.888767866094555e-06,1.235311049621655,1.0805818591382645,1.9158807787950756,2172.859683076264,569.9830884925148,0.03515625,0.9711693910903492,0.013599698098747568,1.025795378259529,0.9421062834455786,0.08368909481395048,4.405912378637005,1.453789109069559,0.0001849517883770782
S162,0.015761680384469536,128.10864070531133,7.444705718305238,0.0,0.029272151898734177,0.0126953125,0.12890625,0.1650390625,76.0334728731088,23.9665271268912,3.1724860456647828,319.44114529905664,4.5321609426011e-05,0.03993886018251374,0.27119603412021753,-0.14184427792226365,0.41304031204248115,8.154270282406564,1.762906138780917,0.0015951125526783815,0.0015951125526783815,5.250453993369141,0.0020972244943448046,0.0399388858974141,465013.0016312875,12749.93233979895,0.0015951146067266627,288.6647509831673,236.3935489241885,98.988226332767,93154488.11770242,483810.7532397837,0.00390625,3.934794383530878,0.7726713573116862,5.001472084957226,2.5821220303386068,2.419350054618619,-1.42719481289714,-0.2788061621523633,0.5970210264098835
S163,0.031219945795585156,87.37564032581342,21.5544166696185,0.024498886414253896,0.3028953229398664,0.0283203125,0.1416015625,0.2041015625,80.24718432626983,19.752815673730172,4.0625693901954865,915.9437947700429,6.47599706169965e-06,0.007153628492847864,0.040843049699976625,-0.026510560211996534,0.06735360991197316,5.538882435244268,1.265287033547274,5.11744006136848e-05,5.11744006136848e-05,21.27680964817312,0.0038096316883808995,0.007153631424124583,260933.0000981111,1244.544387962206,5.1174442552222714e-05,3.7788305177492862,2.275241883113818,1.8055110845835511,6591.056685999341,1166.8370404717882,-0.1875,2.140387233776023,0.060910414374421934,2.207002815640874,1.9974729550225985,0.2095298606182756,0.003048866467569411,-1.203019720471873,0.003710078579263786
S164,0.08412332958483139,76.67694654462912,67.12307126458832,0.30751445086705204,0.63121387283237,0.0166015625,0.1376953125,0.150390625,57.09161544726823,42.90838455273176,1.330546839327082,5380.046081748941,4.012754675949223e-05,0.014637095287916705,0.13983065559575103,-0.1801291788885873,0.3199598344843383,38.23409106207979,-0.3045034573865834,0.00021424455846755342,0.00021424455846755342,31.69849973616262,0.0031187994166994642,0.014637150292579575,492449.0005229331,3453.272141380789,0.00021424616868756234,25.93480852583455,27.157259278318666,38.21646539592885,17146343.752312742,72983.21502064475,0.43359375,1.8976764288165995,0.08725652702167276,2.1524036397225244,1.744867318750591,0.4075363209719334,-0.27855015647780723,0.3355151183101012,0.007613701507883909
S171,0.09968242022212061,67.30613041391892,90.63328710405312,0.515422077922078,0.7824675324675324,0.0185546875,0.0400390625,0.162109375,32.44344316912059,67.5565568308794,0.4802412184851172,4981.051731461949,-7.874095262611941e-06,0.007453279209907818,0.09328010204576515,-0.0678637035965947,0.16114380564235986,40.32037974329385,2.1870253330031,5.5551370980844105e-05,5.5551370980844105e-05,5.60780137640639,0.002788236106720014,0.007453283369242063,822362.0001775885,3268.3497819166396,5.555143298222031e-05,7.463594138243346,8.081367558638783,13.881357309871289,2382631.144999761,30348.688633451446,0.078125,5.424999056480266,0.10193926600488325,5.682951400304467,5.287907312099134,0.3950440882053332,-1.3782091900612308,0.20864351863612973,0.010391613953614346
S172,0.07513746498147647,115.68527848649727,39.818351573968314,0.0827250608272506,0.23114355231143552,0.0126953125,0.1396484375,0.1845703125,42.45246428559875,57.547535714401256,0.737693869226359,2081.1184327882947,1.0870602429272573e-05,0.01227519605343108,0.09288346184420676,-0.06354357416754297,0.15642703601174973,8.838917884871046,1.1627131123404821,0.00015068043815016994,0.00015068043815016994,3.797862218329822,0.004616194641006048,0.012275200866795096,496549.00079724326,3942.0928216949164,0.00015068055632016709,25.214402469187107,49.201080661539656,21.91415839958515,2190448.8497184287,41811.62601562972,-0.36328125,7.283398878405286,0.11264193525074286,7.46948674863069,7.060010855864483,0.40947589276620633,-0.7345351568322966,-0.26512780136636505,0.012688205577032546
S173,0.06463359813637407,75.89499047006123,51.98453483075389,0.28421052631578947,0.6789473684210526,0.0322265625,0.0419921875,0.1826171875,46.78263560062792,53.21736439937209,0.8790859173247577,3470.1533400391,3.308495328335161e-05,0.006692440148488189,0.030452635744425503,-0.024168905539622417,0.05462154128404792,2.45315155029944,0.6050846648791995,4.478875514109661e-05,4.478875514109661e-05,5.995601167624231,0.00272945918058427,0.006692521927885658,262158.00004374154,1262.0361153100564,4.478984975523037e-05,0.8755777441973585,2.792401970504749,6.1986282611010886,3675.8675005912282,960.4139292397851,-0.4921875,5.926221988890656,0.09979211469207898,6.061611024708983,5.715530070390827,0.34608095431815666,-0.4075370917850698,-0.8149869770959188,0.009958466154717044
S174,0.124832020659785,63.3569794229019,121.44933556033044,0.5292397660818714,0.7865497076023392,0.0234375,0.1494140625,0.15625,30.365791767632484,69.63420823236751,0.43607578140764713,9366.414196303354,-1.2438101421201924e-05,0.033949913956349255,0.5467563184793871,-0.5335976887552956,1.0803540072346827,105.57509666464267,0.2119687402893582,0.0011525966576435179,0.0011525966576435179,4.132842492747881,0.0036233734428751884,0.03394991623479925,506166.0038298921,4484.122833844943,0.001152596812349886,8.721899002822836,8.859879402852691,9.664933742268385,2160941679.316352,723041.0100114756,-0.45703125,6.686212650103219,0.4738109122843717,7.319150641786573,6.123512694808606,1.1956379469779668,-1.91433079579118,-0.12681335280799386,0.2244967805997486
